element,position,multiplier,is_captain,is_vice_captain
15,1,1,False,False
285,2,1,False,False
306,3,1,False,False
357,4,1,False,False
448,5,1,False,False
283,6,1,False,False
19,7,1,False,True
104,8,1,False,False
225,9,1,False,False
318,10,1,False,False
28,11,2,True,False
254,12,0,False,False
346,13,0,False,False
312,14,0,False,False
54,15,0,False,False
