element,position,multiplier,is_captain,is_vice_captain
81,1,1,False,False
586,2,1,False,False
377,3,1,False,False
357,4,1,False,False
332,5,1,False,False
116,6,1,False,False
124,7,1,False,False
305,8,1,False,False
356,9,2,True,False
288,10,1,False,False
318,11,1,False,True
133,12,0,False,False
301,13,0,False,False
335,14,0,False,False
92,15,0,False,False
