element,position,multiplier,is_captain,is_vice_captain
548,1,1,False,False
10,2,1,False,False
308,3,1,False,False
484,4,1,False,False
558,5,1,False,False
13,6,2,True,False
283,7,1,False,True
19,8,1,False,False
534,9,1,False,False
318,10,1,False,False
297,11,1,False,False
327,12,0,False,False
237,13,0,False,False
335,14,0,False,False
357,15,0,False,False
