element,position,multiplier,is_captain,is_vice_captain
254,1,1,False,False
357,2,1,False,False
342,3,1,False,False
366,4,1,False,False
39,5,1,False,False
111,6,2,True,False
160,7,1,False,True
346,8,1,False,False
104,9,1,False,False
427,10,1,False,False
318,11,1,False,False
15,12,0,False,False
306,13,0,False,False
28,14,0,False,False
19,15,0,False,False
