element,position,multiplier,is_captain,is_vice_captain
327,1,1,False,False
357,2,1,False,False
332,3,1,False,False
306,4,1,False,False
369,5,1,False,False
301,6,1,False,False
335,7,2,True,False
19,8,1,False,False
13,9,1,False,False
318,10,1,False,True
210,11,1,False,False
548,12,0,False,False
10,13,0,False,False
558,14,0,False,False
237,15,0,False,False
