element,position,multiplier,is_captain,is_vice_captain
81,1,1,False,False
357,2,1,False,False
586,3,1,False,False
332,4,1,False,False
92,5,1,False,False
333,6,2,True,False
335,7,1,False,True
261,8,1,False,False
107,9,1,False,False
40,10,1,False,False
80,11,1,False,False
133,12,1,False,False
13,13,1,False,False
427,14,1,False,False
377,15,1,False,False
