team_id,gw,second_name,player_id,position,multiplier
31191,1,Ward,254,1,1
31191,1,Alexander-Arnold,285,2,1
31191,1,Robertson,284,3,1
31191,1,James,146,4,1
31191,1,Walker,299,5,1
31191,1,Mount,142,6,1
31191,1,Salah,283,7,2
31191,1,Martinelli Silva,19,8,1
31191,1,Bailey,45,9,1
31191,1,Haaland,318,10,1
31191,1,Fernando de Jesus,28,11,1
31191,1,Ramsdale,15,12,0
31191,1,Lomba Neto,486,13,0
31191,1,Patterson,197,14,0
31191,1,Archer,54,15,0
31191,2,Ramsdale,15,1,1
31191,2,Alexander-Arnold,285,2,1
31191,2,Robertson,284,3,1
31191,2,James,146,4,1
31191,2,Walker,299,5,1
31191,2,Lomba Neto,486,6,1
31191,2,Mount,142,7,1
31191,2,Salah,283,8,1
31191,2,Martinelli Silva,19,9,1
31191,2,Haaland,318,10,2
31191,2,Fernando de Jesus,28,11,1
31191,2,Ward,254,12,0
31191,2,Bailey,45,13,0
31191,2,Patterson,197,14,0
31191,2,Archer,54,15,0
31191,3,Ramsdale,15,1,1
31191,3,Alexander-Arnold,285,2,1
31191,3,Cancelo,306,3,1
31191,3,James,146,4,1
31191,3,Walker,299,5,1
31191,3,Patterson,197,6,1
31191,3,Mount,142,7,1
31191,3,Salah,283,8,1
31191,3,Martinelli Silva,19,9,1
31191,3,Haaland,318,10,1
31191,3,Fernando de Jesus,28,11,2
31191,3,Ward,254,12,0
31191,3,Bailey,45,13,0
31191,3,Lomba Neto,486,14,0
31191,3,Archer,54,15,0
31191,4,Sánchez,113,1,1
31191,4,Alexander-Arnold,285,2,1
31191,4,Walker,299,3,1
31191,4,James,146,4,1
31191,4,Perišić,448,5,1
31191,4,Díaz,293,6,1
31191,4,Salah,283,7,2
31191,4,Martinelli Silva,19,8,1
31191,4,Toney,80,9,1
31191,4,Haaland,318,10,1
31191,4,Fernando de Jesus,28,11,1
31191,4,Iversen,548,12,0
31191,4,Hoelgebaum Pereira,346,13,0
31191,4,Reed,211,14,0
31191,4,Williams,295,15,0
31191,5,Sánchez,113,1,1
31191,5,Alexander-Arnold,285,2,1
31191,5,Walker,299,3,1
31191,5,Gato Alves Dias,312,4,1
31191,5,Perišić,448,5,1
31191,5,Díaz,293,6,1
31191,5,Salah,283,7,1
31191,5,Martinelli Silva,19,8,1
31191,5,Toney,80,9,1
31191,5,Haaland,318,10,2
31191,5,Fernando de Jesus,28,11,1
31191,5,Iversen,548,12,0
31191,5,Hoelgebaum Pereira,346,13,0
31191,5,Reed,211,14,0
31191,5,Williams,295,15,0
31191,6,Sánchez,113,1,1
31191,6,Alexander-Arnold,285,2,1
31191,6,Williams,295,3,1
31191,6,Gato Alves Dias,312,4,1
31191,6,James,146,5,1
31191,6,Díaz,293,6,1
31191,6,Salah,283,7,2
31191,6,Martinelli Silva,19,8,1
31191,6,Haaland,318,9,1
31191,6,Toney,80,10,1
31191,6,Fernando de Jesus,28,11,1
31191,6,Iversen,548,12,0
31191,6,Walker,299,13,0
31191,6,Hoelgebaum Pereira,346,14,0
31191,6,Reed,211,15,0
31191,7,Sánchez,113,1,1
31191,7,Alexander-Arnold,285,2,1
31191,7,Walker,299,3,1
31191,7,Gato Alves Dias,312,4,1
31191,7,James,146,5,1
31191,7,Díaz,293,6,1
31191,7,Salah,283,7,1
31191,7,Martinelli Silva,19,8,1
31191,7,Haaland,318,9,2
31191,7,Toney,80,10,1
31191,7,Fernando de Jesus,28,11,1
31191,7,Iversen,548,12,0
31191,7,Williams,295,13,0
31191,7,Hoelgebaum Pereira,346,14,0
31191,7,Reed,211,15,0
31191,8,Pope,376,1,1
31191,8,Trippier,357,2,1
31191,8,Gato Alves Dias,312,3,1
31191,8,Cancelo,306,4,1
31191,8,Williams,295,5,1
31191,8,Hoelgebaum Pereira,346,6,1
31191,8,Maddison,261,7,1
31191,8,Martinelli Silva,19,8,1
31191,8,Haaland,318,9,2
31191,8,Toney,80,10,1
31191,8,Fernando de Jesus,28,11,1
31191,8,Iversen,548,12,0
31191,8,Reed,211,13,0
31191,8,Salah,283,14,0
31191,8,James,146,15,0
31191,9,Pope,376,1,1
31191,9,James,146,2,1
31191,9,Cancelo,306,3,1
31191,9,Trippier,357,4,1
31191,9,Hoelgebaum Pereira,346,5,1
31191,9,Maddison,261,6,1
31191,9,Salah,283,7,1
31191,9,Martinelli Silva,19,8,1
31191,9,Mitrović,210,9,1
31191,9,Haaland,318,10,2
31191,9,Toney,80,11,1
31191,9,Iversen,548,12,0
31191,9,Gato Alves Dias,312,13,0
31191,9,Reed,211,14,0
31191,9,Williams,295,15,0
31191,10,Pope,376,1,1
31191,10,James,146,2,1
31191,10,Gato Alves Dias,312,3,1
31191,10,Cancelo,306,4,1
31191,10,Trippier,357,5,1
31191,10,Maddison,261,6,1
31191,10,Salah,283,7,1
31191,10,Martinelli Silva,19,8,1
31191,10,Hoelgebaum Pereira,346,9,1
31191,10,Haaland,318,10,2
31191,10,Toney,80,11,1
31191,10,Iversen,548,12,0
31191,10,Mitrović,210,13,0
31191,10,Williams,295,14,0
31191,10,Reed,211,15,0
31191,11,Pope,376,1,1
31191,11,Trippier,357,2,1
31191,11,Guéhi,167,3,1
31191,11,Cancelo,306,4,1
31191,11,Zaha,160,5,1
31191,11,Maddison,261,6,1
31191,11,Martinelli Silva,19,7,1
31191,11,Salah,283,8,1
31191,11,Hoelgebaum Pereira,346,9,1
31191,11,Haaland,318,10,2
31191,11,Toney,80,11,1
31191,11,Iversen,548,12,0
31191,11,Gato Alves Dias,312,13,0
31191,11,Mitrović,210,14,0
31191,11,Williams,295,15,0
31191,12,Pope,376,1,1
31191,12,Trippier,357,2,1
31191,12,Guéhi,167,3,1
31191,12,Williams,295,4,1
31191,12,Gomez,286,5,1
31191,12,Zaha,160,6,1
31191,12,Trossard,111,7,1
31191,12,Salah,283,8,2
31191,12,Hoelgebaum Pereira,346,9,1
31191,12,Mitrović,210,10,1
31191,12,Toney,80,11,1
31191,12,Iversen,548,12,0
31191,12,Haaland,318,13,0
31191,12,Martinelli Silva,19,14,0
31191,12,Cancelo,306,15,0
31191,13,Pope,376,1,1
31191,13,Trippier,357,2,1
31191,13,Cancelo,306,3,1
31191,13,Gomez,286,4,1
31191,13,Saka,13,5,1
31191,13,Martinelli Silva,19,6,1
31191,13,Zaha,160,7,1
31191,13,Salah,283,8,1
31191,13,Haaland,318,9,2
31191,13,Mitrović,210,10,1
31191,13,Toney,80,11,1
31191,13,Iversen,548,12,0
31191,13,Hoelgebaum Pereira,346,13,0
31191,13,Guéhi,167,14,0
31191,13,Williams,295,15,0
31191,14,Pope,376,1,1
31191,14,Gomez,286,2,1
31191,14,Cancelo,306,3,1
31191,14,Trippier,357,4,1
31191,14,Guéhi,167,5,1
31191,14,Foden,314,6,1
31191,14,Saka,13,7,1
31191,14,Salah,283,8,2
31191,14,Martinelli Silva,19,9,1
31191,14,Mitrović,210,10,1
31191,14,Toney,80,11,1
31191,14,Iversen,548,12,0
31191,14,Haaland,318,13,0
31191,14,Hoelgebaum Pereira,346,14,0
31191,14,Williams,295,15,0
31191,15,Pope,376,1,1
31191,15,Trippier,357,2,1
31191,15,Cancelo,306,3,1
31191,15,Guéhi,167,4,1
31191,15,Dalot Teixeira,342,5,1
31191,15,Saka,13,6,1
31191,15,Martinelli Silva,19,7,1
31191,15,Foden,314,8,1
31191,15,Salah,283,9,1
31191,15,Haaland,318,10,2
31191,15,Wilson,356,11,1
31191,15,Iversen,548,12,0
31191,15,Williams,295,13,0
31191,15,Hoelgebaum Pereira,346,14,0
31191,15,Toney,80,15,0
31191,16,Pope,376,1,1
31191,16,Guéhi,167,2,1
31191,16,Cancelo,306,3,1
31191,16,Trippier,357,4,1
31191,16,Foden,314,5,1
31191,16,Saka,13,6,1
31191,16,Salah,283,7,2
31191,16,Martinelli Silva,19,8,1
31191,16,Hoelgebaum Pereira,346,9,1
31191,16,Wilson,356,10,1
31191,16,Haaland,318,11,1
31191,16,Iversen,548,12,0
31191,16,Watkins,40,13,0
31191,16,Williams,295,14,0
31191,16,Dalot Teixeira,342,15,0
31191,17,Arrizabalaga,133,1,1
31191,17,James,146,2,1
31191,17,Cancelo,306,3,1
31191,17,Trippier,357,4,1
31191,17,Kulusevski,446,5,1
31191,17,Saka,13,6,1
31191,17,Salah,283,7,1
31191,17,Martinelli Silva,19,8,1
31191,17,Hoelgebaum Pereira,346,9,1
31191,17,Haaland,318,10,2
31191,17,Greenwood,237,11,1
31191,17,Ward,254,12,0
31191,17,Wilson,356,13,0
31191,17,Bueno López,558,14,0
31191,17,Dalot Teixeira,342,15,0
31191,18,Arrizabalaga,133,1,1
31191,18,Trippier,357,2,1
31191,18,Shaw,332,3,1
31191,18,Botman,377,4,1
31191,18,Martinelli Silva,19,5,1
31191,18,De Bruyne,301,6,1
31191,18,Salah,283,7,1
31191,18,Rashford,335,8,1
31191,18,Havertz,145,9,1
31191,18,Haaland,318,10,2
31191,18,Mitrović,210,11,1
31191,18,Ward,254,12,0
31191,18,Hoelgebaum Pereira,346,13,0
31191,18,Struijk,235,14,0
31191,18,Patterson,197,15,0
31191,19,Arrizabalaga,133,1,1
31191,19,Trippier,357,2,1
31191,19,Shaw,332,3,1
31191,19,Botman,377,4,1
31191,19,Martinelli Silva,19,5,1
